Date	TimeOfDay	Type	SubType	Distance	DistanceUnit	Duration	Weight	WeightUnit	RestHR	AvgHR	MaxHR	Sleep	Calories	Quality	Effort	Weather	Temperature	TempUnit	Notes	Course	CourseSurface	CourseNotes	ShoeMake	ShoeModel	Size	System	ShoeSerial	ShoePrice	OverallPlace	FieldSize	GroupMinAge	GroupMaxAge	GroupPlace	GroupSize	GenderPlace	GenderSize	
2018-05-08		Run	Easy	4.50	Mile	0:0:00																	Hoka	Clayton 2	9.00	US/Canada	v3	96.27								
2018-05-08		Run	Race	0.50	Mile	0:2:04.50																	Nike	Victory 3	9.50	US/Canada										
2018-05-09		Run	Easy	5.00	Mile	0:0:00																	Hoka	Clayton 2	9.00	US/Canada	v3	96.27								
2018-05-10		Run	Easy	4.00	Mile	0:0:00																	Hoka	Clayton 2	9.00	US/Canada	v3	96.27								
2018-05-11		Run	Easy	5.00	Mile	0:0:00																														
2018-05-12		Run	Easy	5.50	Mile	0:0:00																	Hoka	Clayton 2	9.00	US/Canada	v3	96.27								
2018-05-13		Run	Easy	2.50	Mile	0:0:00																	Hoka	Clayton 2	9.00	US/Canada	v3	96.27								
2018-05-14		Run	Easy	4.00	Mile	0:0:00																	Hoka	Clayton 2	9.00	US/Canada	v3	96.27								
2018-05-15		Run	Easy	4.00	Mile	0:0:00																														
2018-05-16		Run	Easy	4.00	Mile	0:0:00																	Hoka	Clayton 2	9.00	US/Canada	v3	96.27								
2018-05-17		Run	Easy	3.00	Mile	0:0:00																	Hoka	Clayton 2	9.00	US/Canada	v3	96.27								
2018-05-17		Run	Race	0.50	Mile	0:2:02.50																	Nike	Victory 3	9.50	US/Canada										
2018-05-17		Run	Race	2.00	Mile	0:10:29													well shit				Nike	Victory 3	9.50	US/Canada										
2018-05-18		Run	Easy	6.00	Mile	0:0:00																	Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-05-19		Run	Easy	5.50	Mile	0:0:00																	Hoka	Clayton 2	9.00	US/Canada	v3	96.27								
2018-05-20		Run	Easy	3.00	Mile	0:0:00																	Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-05-21		Run	Easy	4.00	Mile	0:0:00																	Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-05-22		Run	Easy	5.00	Mile	0:0:00																	Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-05-23		Run	Easy	4.00	Mile	0:0:00																	Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-05-24		Run	Easy	2.50	Mile	0:0:00																	Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-05-24		Run	Race	0.50	Mile	0:2:02.20													regionials 4x800				Nike	Victory 3	9.50	US/Canada										
2018-05-24		Run	Race	2.00	Mile	0:10:15													regionals				Nike	Victory 3	9.50	US/Canada										
2018-05-25		Run	Easy	3.00	Mile	0:0:00																	Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-05-26		Run	Easy	2.25	Mile	0:0:00																	Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-05-26		Run	Race	1.00	Mile	0:4:45													state				Nike	Victory 3	9.50	US/Canada										
2018-06-04	8:05 AM	Run	Easy	4.15	Mile	0:28:22													First run as a free man. Went Cascades to Gourley with Isaac and Andy.<br><br>6:49 mile going up Gourley, heart was racing but it was fun! Foot hurt a little before the run, and my ankle is stiff now but I think if I keep foam rolling, stretching my calves before the runs, and icing my foot it should be alright. It's just easy runs from here and out for awhile.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-04	4:00 PM	Weights	0																Upper body<br>Core<br>Glutes																	
2018-06-05	7:34 AM	Run	Easy	4.01	Mile	0:27:17													Early morning solo run before King's Island, went pretty well even though I woke up feeling dumb tired. Ankle was stiff and I could tell my right quad was straining more than my left. 6:49 might be a bit too fast for the first week back, I'll try and slow down a bit on the rest of my runs this week, especially the long run, but I'd rather be in a position where I need to slow down than speed up! So it's all going well.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-06	7:40 AM	Run	Easy	5.02	Mile	0:35:10													17th street with Isaac and Andy. The fast pace has been catching up to me, 7:33 first mile! Pretty sore and tired but still feeling strong.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-07	8:06 AM	Run	Easy	1.91	Mile	0:13:28													Warmup for some work with Isaac.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-07	8:34 AM	Run	Interval	1.00	Mile	0:5:20													Paced Isaac for his first tempo mile. This felt pretty tough, but it was fun.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-07	8:44 AM	Run	Easy	1.05	Mile	0:7:23													Cooldown.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-08	8:18 AM	Run	Easy	5.15	Mile	0:35:57													Gourley to Cascades with Isaac, Andy, and Michael. Pretty tired from yesterday's fast mile and hours of basketball, but still held on alright with a decent pace held at the end. Really having fun with it so far.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-08	4:30 PM	Weights	0	0.00	Meter	0:0:00													Upper body<br>Core<br>Glutes																	
2018-06-09	7:26 AM	Run	Easy	1.97	Mile	0:13:29													Warmup for the Rotary Race 5k.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-09	8:05 AM	Run	Race	3.10	Mile	0:18:29													6:08, 5:48, 5:45 mile splits.<br><br>Pretty fun to race again, was very unsure of myself but got lost in the competition and that's always fun. Really didn't hurt bad until the last half mile, tummy got pretty upset. Won my age group and I think got 4th overall, winner was a 16:58.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-10	7:43 AM	Run	Long	8.05	Mile	0:54:30													Long run with Isaac, Andy, and Pete down on the B-Line. Got super dark super fast, but thankfully didn't rain too much. The pace got to me towards the end but I held it pretty well, not even super sore at the moment. My longest first long run ever I think, I want to work on making them longer because it's where I feel I get the most benefit from running. All in all a really good run and a good first week!				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-11	1:52 PM	Run	Easy	5.08	Mile	0:34:30													Solo run in the hood today, humid as balls in hell. Was out of breath by the 2nd mile and still made it to five at a decent pace. Probably whipped too from the long run yesterday. Running in the morning proves once again it is the king.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-12	8:07 AM	Run	Easy	5.15	Mile	0:36:14													2 mile warmup, 1 hard mile at 5:47 with Isaac, and then a slow 2 mile cool down. Felt pretty tired for the first time today, although honestly just going slow makes me feel tired. A lot of rest in between each one, which is probably for the best.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-12	2:30 PM	Weights	0	0.00	Meter	0:0:00													Upper body<br>Core<br>Glutes																	
2018-06-13	7:38 AM	Run	Easy	6.08	Mile	0:42:03													Good run with Isaac and Andy down to poo plant and back. The hill wasn't too killer, but legs were pretty dead by the end of the run. I think the pace of the runs is starting to really catch up. Foot and knee feel great though, that's a plus.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-14	8:06 AM	Run	Easy	5.15	Mile	0:35:41													2 mile warmup with Isaac and Andy for their workout, then I did 3 miles on the track. Easy day, legs a little tired but feeling pretty good.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-15	8:09 AM	Run	Easy	4.93	Mile	0:34:34													Felt really tired, 7:29 first mile and the rest still hurt after that. Andy biked with me and Isaac downtown and back, started at Cascades. Did some strides after for the race tomorrow.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-16	7:19 AM	Run	Easy	2.05	Mile	0:14:18													Warmup for the Springville 5k.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-16	8:05 AM	Run	Race	3.10	Mile	0:17:53													5:45, 5:45, 5:47 with a 35.7 kick<br><br>Not much different than last week except a much faster first mile, definitely came back to bite me in the last mile. This is definitely the most consistent race I've had, pretty insane really, just wish I had more in me in the last mile. Andy gained 20ish seconds on me after the half way point, and I just didn't have it in me to go with him. But it's only my second week in and a 17:53 is pretty impressive I think for how little distance training I've done the past few months. <br><br>Hopefully I can get down to at least a sub 17 by midsummer, maybe even a 16:30. I've got about two months to train for it, I think I can get it done.<br><br>Got second overall.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-16	8:32 AM	Run	Easy	0.94	Mile	0:6:46													Cooldown after the race.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-17	6:09 AM	Run	Long	9.00	Mile	1:02:24													Early ass long run with Isaac and Andy down the Bypass and back. It was still fairly hot and humid even though it was really early. Didn't go all that fast but I was very tired on the way back, breathing hard up the hilly hellscape that is Kinser. Really fun though, and proud of what I can do so far just two weeks in, and after a solid race yesterday. This is a cool start.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-18	8:15 AM	Run	Easy	6.07	Mile	0:41:35													First run in Lakeville, just ran around some random roads, felt like it took forever. It was insanely hot out for 8 am, but surprisingly held on to a good pace. There was a good amount of shade which was nice and no real hills. I'll try going out further on lake trail tomorrow, maybe the creek place one day, and I want to see if LaVille has a track for some rep work coming up. I need to find a hill too. What a new place.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-19	11:17 AM	Run	Easy	6.03	Mile	0:40:28													Insanely awesome run on a humid ass day after a night I don't really remember. Finished with a 6:19 last mile and I was barely pushing. No foot or knee pain, just pure running and I feel amazing, probably the best I have felt in months! Went down Quinn road which was straight and pretty flat, but not a lot of shade. Still a good place for a nice and quiet out and back. 				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-20	6:07 AM	Run	Easy	6.02	Mile	0:41:19													First real day of the rest of my summer, waking up early as fuck and then working. Actually went pretty well, run went by super fast just felt kinda like shit. Not gonna feel any better tomorrow unless I sleep better, ate like shit. Went out Lake Trail, right on Kennilworth until the bridge that crossed 31. Pretty dope route, like 3 cars I saw total. 				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-21	6:08 AM	Run	Easy	6.00	Mile	0:41:09													Pretty good run on the Lake Trail to Kenilworth to Patterson loop. Ran down Mangus a bit and saw the track and Newton Park, loops pretty dope so I'll have to try that out sometime. It was nice and cool down this morning though, made for a good feeling run. 				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-22	8:51 PM	Run	Easy	5.18	Mile	0:35:36													Ran out to Newtown Park and ran on the trail, it was pretty cool actually. There aren't any real measurements to go off of, I kind of made a mile loop, but it would be great for some tempo stuff or just soft surface running. Good run though after star day at Purdue, actually felt very good after a few miles but I cut it short at 5 since I have to wake up soon and run again.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-23	2:11 PM	Run	Easy	6.07	Mile	0:38:56													I think my body was mad that it wasn't racing today, so I went fast as hell after work today. 5:42 last mile, barely working for the whole run at around 6:30 pace. I'm either getting really good really fast or this concrete track called Lakeville is too easy for me.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-24	1:20 PM	Run	Long	10.02	Mile	1:07:26													Nice yet hot first 10 mile run in awhile Did a loop around Quinn and Pierce then the Kennilworth loop. I felt pretty good up until the last 2 or 3 miles, I was really feeling the heat. But it was a good run for being on my own and for the weather!				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-25	12:41 PM	Run	Easy	6.11	Mile	0:41:20													Another kennilworth loop, a little bit muggy outside but otherwise fine for how late I ran. Stupid good pace again, this shit is too easy and I'm worried.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-06-27	2:39 PM	Run	Easy	7.04	Mile	0:47:40													First 7 mile run of the summer, better get used to them! I felt amazing though, tightened up just a little after the 5th mile but I was cruising at 6:30 pace so it's alright. Went down Quinn road, I may have to do a long run there because it's so nice! There are some rolling hills after a while which I actually really like, makes me feel at home. Awesome weather today.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-07-02	7:42 AM	Run	Easy	5.83	Mile	0:39:54													First run in a while with Isaac, Andy, and Isaiah since I'm back in town. I felt okay, just more tired than usual. Went downtown on an out and back, it was a lot of fun! I need to keep running!				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-07-03	7:30 AM	Run	Easy	4.10	Mile	0:30:22													Easy mileage with Isaiah, Andy, and Isaac.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-07-03	8:00 AM	Run	Hill	1.00	Mile	0:7:59													3 times up and down Cascades, got faster on each rep. Legs were very dead after the third, was an all out sprint. 				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-07-04	8:11 AM	Run	Easy	6.05	Mile	0:41:26													Went down lake trail for an out and back, felt really sore after the hills yesterday but still ran pretty fast. I wanted a slow run but I just felt pretty good. A little boring.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-07-05	3:18 PM	Run	Easy	3.08	Mile	0:21:09													Crazy hot run so I cut it short, wasn't feeling the best. Went out to a new road, it was pretty cool but just too hot.																	
2018-07-06	4:17 PM	Run	Easy	6.24	Mile	0:40:24													Newton Park laps with some friends, last mile was a 5:36. Pretty warm outside but felt really good!				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-07-08	4:21 PM	Run	Long	8.04	Mile	0:51:02													Steamboat run for sure down Quinn and back. A little hot outside but it didn't affect me at all it seems, last two miles were 6:10 and 5:37. This is some good shit even if my mileage is low.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-07-10	9:44 AM	Run	Easy	7.34	Mile	0:49:05													Nice little run down lake trail to Shively, back to town on Kennilworth. Kind of hot for how early it was.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-07-12	8:02 PM	Run	Easy	10.02	Mile	1:09:04													Got bored so I ran 10 miles! Went down Quinn for awhile, then on oak for awhile past Riley, then back on Quinn. Slower pace just so I felt good, and I did! Awesome run.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-07-17	9:15 AM	Run	Easy	6.56	Mile	0:44:39													Fun run in the morning sun with a Kennilworth loop to the housing division and back. Felt really good for not having run in almost a week, thighs were a little tight but good pace, lungs feeling fresh.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-07-18	6:22 PM	Run	Easy	8.29	Mile	0:57:00													Dope run to quinn, to oak, to riley, to mulberry and back on quinn. A little slow but it was a very pretty run.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-07-19	7:30 PM	Run	Easy	4.29	Mile	0:27:05													Major steamboat run, 5:57 last mile. Feeling pretty hot and spicy.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-07-24	5:53 PM	Run	Easy	7.50	Mile	1:00:00													BLOWOUT RUN <br>Only went up twice and felt slow as shit on the way back but it was fun.				Hoka	Clayton 2	9.00	US/Canada	v3	96.27								
2018-07-25	7:39 AM	Run	Easy	4.00	Mile	0:32:00													Morning run on trail two. Tired and legs sore, but having fun!				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-07-25	4:26 PM	Run	Easy	6.50	Mile	0:52:00													3 DUNE CHALLENGE<br>Did it twice with miles and my legs were dead on the mileage part of the run. Definitely slower than 8 minute pace.				Hoka	Clayton 2	9.00	US/Canada	v3	96.27								
2018-07-26	8:00 AM	Run	Easy	4.00	Mile	0:32:00													Another morning run on trail two and there were a lot of bugs, so i stayed more in the back. Felt good on the last mile.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-07-26	5:00 PM	Run	Easy	5.50	Mile	0:44:00													Weird little loops and stuff but fun.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-07-29	5:52 PM	Run	Easy	6.10	Mile	0:41:10													Went all the down linden and back. Feet hurt from old shoes and was oddly tired at the end, had no food and little water throughout the day though so I'm gonna guess that's it. Cool run otherwise.				Hoka	Clayton 2	9.00	US/Canada	v3	96.27								
2018-07-31	11:32 AM	Run	Easy	7.05	Mile	0:46:27													Legs and lungs hurt more than I wanted them too, but it was still a fast paced run down Quinn and back. Might be my last run in lakeville, if so it was a good one!				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-01	6:55 PM	Run	Easy	7.35	Mile	0:48:35													Rail trail with team, went 25 minutes out and 23:30 on the way back. Didn't keep up with the top pack, pretty tired probably from no sleep last night. Still a fun run.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-02	6:37 PM	Run	Easy	1.16	Mile	0:8:18													Warm up down to cascades.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-02	7:06 PM	Run	Fartlek	6.00	Mile	0:36:13													Two 3 mile runs down at cascades. First one was 2 minutes on, 1 minute off with a 17:31. Second one was 1 minute on, 1 minute off with a 18:42. Ran with the second group the whole time, felt surprisingly good considering how tired I felt yesterday! Also was not really expecting a workout and I didn't want to make it about me, so I probably could have gone a tiny bit faster but it was a good first workout of the summer pretty much.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-02	8:04 PM	Run	Easy	1.09	Mile	0:8:06													Cooldown back up to north.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-03	7:30 AM	Run	Easy	6.00	Mile	0:43:00													Nice run with Andy and Miles to poo plant, definitely feeling the workout yesterday and the hills on the way back whipped me a little bit.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-03	6:30 PM	Run	Easy	4.10	Mile	0:29:52													Practice with the team, did a slow warm up mile and an easy lap around the midsummer course with a lot of tiring frisbee afterwards.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-05	8:30 PM	Run	Long	8.37	Mile	1:01:00													Nice fun run with Isaiah in the setting sun, went flower run at a relaxed pace.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-06	7:30 AM	Run	Easy	5.00	Mile	0:32:30													Run with the Man Dudes, felt like crap the whole time after a long run yesterday and woke up feeling really tired. Not a lot of water or food in between, plus a lot of hiking past few days. 				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-07	2:27 PM	Run	Easy	4.00	Mile	0:26:30													Hot and windy, and I don't have my watch so I just ran and I kind of ran myself out. It was about 4 on mileage. Otherwise not a bad run given how bad I felt yesterday.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-08	7:30 AM	Run	Easy	5.06	Mile	0:35:17													Oddly painful run on rails to trails.<br><br>"I'm not running hard because I feel good, but because I want it to be over"				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-10	8:19 PM	Run	Easy	5.08	Mile	0:35:19													Fun run with Michael around north, felt a lot better than I have all week, although the pace was weirdly difficult. Still fun, midsummer tomorrow!				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-11	7:31 AM	Run	Easy	0.91	Mile	0:5:52													Warmup on the track for the midsummer				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-11	8:05 AM	Run	Race	3.10	Mile	0:17:15													Surprisingly good race, best 5k time in awhile on a difficult course and not a whole lot of training! Got beat out my miles by .1, very close behind Andy and would have been third on the team, as well as ahead of the legendary Tim Ryder. Feeling pretty good about myself, I need to really double down and start running everyday, I still got it in me.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-11	8:39 AM	Run	Easy	3.38	Mile	0:25:56													Fun cooldown mileage with Nathaniel and Henry to the bridge and back, feeling pretty worn out.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-12	8:08 AM	Run	Long	10.02	Mile	1:08:16													Long run at Terre Haute on the wabashiki trail, decent pace with the guys, haven't been so scared of falling off in a long time, but it was a very solid run after a very solid race!				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-13	8:20 PM	Run	Easy	6.05	Mile	0:41:47													First run at Purdue, fun run around campus.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-14	10:50 AM	Run	Easy	6.40	Mile	0:44:47													Second run in Purdue, went to a nice trail near campus.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-15	7:05 AM	Run	Easy	6.31	Mile	0:42:56													Run around campus again, got an extra mile around the airport.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-16	11:38 AM	Run	Easy	6.04	Mile	0:41:09													Solo run today out towards the lafayette trails, but stayed on a small road that went to the football stadium. Turned around at the first campus building and went back, a lot of annoyingly long but not steep hills. Good pace though, good run.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-17	11:02 AM	Run	Easy	6.25	Mile	0:42:56													Went to downtown lafayette and ran some trails by the pedestrian bridge.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-19	11:57 AM	Run	Long	10.05	Mile	1:06:29													Ran on the trail past walmart down to the West Lafayette high school track. Pretty hot outside but felt very good on the way back, solid pace with a 6:13 last mile.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-20	4:55 PM	Run	Easy	7.33	Mile	0:50:50													First run with the run club, ran with the 7 mile guys and it felt pretty good with a solid 6:30 mile at the end. Excited for the workout tomorrow.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-21	4:50 PM	Run	Easy	1.97	Mile	0:14:25													Warmup for the first run club workout				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-21	5:13 PM	Run	Tempo	3.51	Mile	0:20:00													First workout with the run club, 20 minute tempo on the bike rail. Ran with the second group and broke up with some fast running guys, it was a lot of fun, felt very good and confident during and afterwards.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-21	5:38 PM	Run	Hill	1.08	Mile	0:8:17													8xSlayter hill and it kicked my ass				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-21	5:50 PM	Run	Easy	1.17	Mile	0:9:43													Cooldown with the team, hard day but good work.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-22	4:53 PM	Run	Easy	5.08	Mile	0:36:17													Nice easy run after the workout yesterday, feeling pretty sore.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-23	4:48 PM	Run	Easy	7.24	Mile	0:50:56													Solid distance run with the guys, went on a cool trail loop around campus. Stayed steady for the workout tomorrow.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-24	4:49 PM	Run	Easy	1.16	Mile	0:8:51													Very slow warmup on the way to the XC course for the workout.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-24	5:11 PM	Run	Fartlek	3.73	Mile	0:23:28													16 x 45 sec on/off<br><br>Pretty fun workout, went with group two again and started picking up after halfway, had the same guys on the tempo go with me and had a bust last 45. Lots of hills, lots of fun!				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-24	5:42 PM	Run	Easy	1.07	Mile	0:8:33													Very slow cooldown, but I aint even mad				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-25	2:38 PM	Run	Easy	3.02	Mile	0:21:41													Nice shakeout run				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-26	8:27 PM	Run	Long	10.01	Mile	1:08:59													Nice late night long run from the bike trail, to the highway, then around campus back to PVIL. Met some german dude doing 18 miles, I felt small. Quads tightened up around 8 miles but held pace and felt ok.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-27	4:50 PM	Run	Easy	7.00	Mile	0:49:55													Slower run out to bitch loop with a nature loop, 6.2 when we got back to the co-rec so I ran a little bit more. 6:30 6th mile and 6:40 7th mile, kind of fast but felt good considering yesterday's long run. Ready for a workout tomorrow.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-28	4:49 PM	Run	Easy	1.14	Mile	0:8:21													Warmup for the workout on the course.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-28	5:10 PM	Run	Tempo	3.52	Mile	0:23:21													Rough ass 3 x 5 minute tempo with 4 minute rest. Started with first group, fell back to the second, then had to take a break before doing the third one, was supposed to do 4. Hot as hell out, heat index of 100. Should have stayed much more conservative.				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-28	5:55 PM	Run	Easy	1.07	Mile	0:8:16													Cooldown 				Hoka	Clayton 2	9.00	US/Canada	v4	129.99								
2018-08-29	6:30 PM	Run	Easy	6.22	Mile	0:43:36													Fun run to the Chauncy area then residential West Lafayette. Giant ass hill near the elementary school, 0.3 miles. Felt a lot better than I did yesterday, new shoes felt good!				Nike	Pegasus 34	9.00	US/Canada	v1	95.00								
2018-08-30	3:56 PM	Run	Easy	6.22	Mile	0:41:36													Pre football game run. Felt really good but kind of stopped a lot to retie my shoes, gameday traffic, and construction. Still a good run though, I'm glad that I feel good so soon after the rough Tuesday workout.				Nike	Pegasus 34	9.00	US/Canada	v1	95.00								
2018-08-31	2:10 PM	Run	Easy	1.52	Mile	0:10:30													Warmup for the workout.				adidas	Boston 6	9.50	US/Canada		84.88								
2018-08-31	2:29 PM	Run	Fartlek	4.48	Mile	0:28:41													5 x 30, 60, 90 second fartlek with equal rest on the xc course. It was fairly hot out, not as bad as Tuesday, but I felt very good! The hills killed on the second loop but the pace on the rests was never above 8 minute pace which I'm happy with, the ons were all around 5:30-5:50 pace I think. Wasn't necessarily going for any pace just wanted to feel good, and I did. <br><br>5:23 pace bust on the last 90 second run. 				adidas	Boston 6	9.50	US/Canada		84.88								
2018-08-31	2:59 PM	Run	Easy	1.61	Mile	0:11:38													Pleasant cooldown after a pleasant workout.				adidas	Boston 6	9.50	US/Canada		84.88								
2018-09-02	8:14 AM	Run	Long	11.01	Mile	1:15:36													Nice relaxed long run with Henry and Nathaniel, had a few short stops to talk or mess around but all around good long run. Good way to ease into 11 miles without killing myself, felt fairly tired, probably from lack of sleep and hard workout Friday. Good week though, definitely ready to up mileage to 50 though.				Nike	Pegasus 34	9.00	US/Canada	v1	95.00								
2018-09-03	8:32 PM	Run	Easy	6.54	Mile	0:45:23													Really late run, felt yesterday's long run a little bit and it was dark so hard to go fast when you can't see. Went on a funny little loop, was fun.				Nike	Pegasus 34	9.00	US/Canada	v1	95.00								
2018-09-04	4:51 PM	Run	Tempo	7.25	Mile	0:46:47													7ish mile hot and humid progression run on the course<br><br>Went 7:08, 6:47, 6:41, 6:27, 5th and 6th unknown because watch died but last one was a 6:09. <br><br>Slowed down a bit probably on the 5th and 6th with Tyler because of the heat but it was a decent run. Took a break inbetween the 3rd lap of the course (6.25 miles) and the last one. I didn't want to push it too hard, I don't think it's worth it to break myself so early in the season when I'm still trying to build mileage. I really don't want to sacrifice mileage because some club says to do a long and hard workout on a day where the heat index is 100. 				adidas	Boston 6	9.50	US/Canada		84.88								
2018-09-04	5:53 PM	Run	Easy	1.08	Mile	0:8:08													"Cooldown" after the workout, still very hot!				adidas	Boston 6	9.50	US/Canada		84.88								
2018-09-05	6:28 PM	Run	Easy	7.35	Mile	0:49:33													Found a dope ass 7 mile run, "Le Lagoon" or "Lagoon Run", title pending. Dope ass figure 8, dope ass campus time, dope ass scenery time, great run all around, felt good today.				Nike	Pegasus 34	9.00	US/Canada	v1	95.00								
2018-09-06	4:45 PM	Run	Easy	6.20	Mile	0:44:30													Bog nature loop and back, nice easy pace for the workout tomorrow.				Nike	Pegasus 34	9.00	US/Canada	v1	95.00								
2018-09-07	4:45 PM	Run	Easy	1.10	Mile	0:8:00													Warmup for the workout.				adidas	Boston 6	9.50	US/Canada		84.88								
